performance_id,player_id,match_id,points_scored,assists,minutes_played
159,18045,16364,143,9,79
160,14596,11457,87,7,51
161,2222,23514,148,3,18
162,4044,17440,25,2,52
163,21937,1009,44,8,7
164,3590,4256,28,9,28
165,7093,18964,71,2,58
166,4080,22052,74,8,10
167,5619,8670,99,3,54
168,7460,21282,127,9,56
169,11749,8225,12,6,64
170,6775,23574,106,2,39
171,19990,19486,111,1,51
172,6391,19825,57,1,11
173,16089,7471,126,6,24
174,20854,14600,24,3,15
175,1312,22101,35,3,47
176,23476,7241,45,0,8
177,9805,2989,12,3,10
178,18798,17529,27,9,8
179,13214,5328,44,5,49
180,10397,21432,112,0,22
181,15201,6108,60,2,80
182,17724,17335,137,5,38
183,18463,9537,19,2,24
184,21662,24076,91,8,12
185,20046,10450,101,5,76
186,18071,6351,53,2,43
187,4580,18733,72,0,66
188,2529,12791,94,0,16
189,19996,21879,73,5,72
190,3240,23928,22,2,81
191,4073,10484,104,0,20
192,11768,18039,121,1,23
193,5978,14160,55,5,68
194,7959,10057,126,2,40
195,17038,13149,112,0,51
196,21445,4432,33,0,23
197,17610,2536,148,6,59
198,9992,15100,142,9,79
199,9933,13606,29,8,12
200,7353,17057,53,2,22
201,7856,24430,71,6,33
202,14806,13017,18,9,24
203,20770,21207,29,1,88
204,4662,6087,88,6,68
205,13108,1583,77,9,45
206,13541,8033,130,2,70
207,1676,5895,18,3,50
208,19511,7691,104,4,80
209,15210,9170,125,3,42
210,4142,11979,69,9,28
211,6817,4437,55,0,16
212,10873,2035,83,5,43
213,10251,4077,120,0,52
214,695,16780,80,5,57
215,21157,20166,135,1,3
216,10519,5070,36,2,13
217,10084,6064,29,6,62
218,3367,15476,35,5,58
219,16599,5455,45,5,24
220,10829,19352,74,5,24
221,14295,17301,13,9,58
222,19001,9185,144,7,66
223,4430,7444,126,1,21
224,23777,14714,62,9,77
225,11124,22448,72,9,81
226,22031,23046,47,0,1
227,5497,7495,23,0,68
228,6525,12580,134,2,16
229,10311,22108,111,0,76
230,24870,23461,81,3,37
231,20209,1314,26,1,88
232,5982,24946,109,4,69
233,16241,8920,29,0,52
234,12188,21860,28,6,8
235,9027,15366,11,8,88
236,17251,18392,139,9,12
237,150,2892,90,4,60
238,9878,22076,97,0,12
239,17756,19743,31,7,48
240,13141,7454,52,6,86
241,20933,6163,56,3,75
242,5553,16534,38,6,12
243,16261,4509,26,9,69
244,11863,5267,65,6,18
245,10051,5334,137,2,54
246,11395,8056,84,7,83
247,22025,2224,8,4,40
248,6810,13877,23,8,3
249,395,1316,137,2,12
250,20794,2436,47,7,58
251,19104,16015,65,0,83
252,12435,21248,45,5,74
253,10973,10943,61,5,41
254,14775,23430,99,8,48
255,13895,15742,109,6,37
256,7005,18133,141,2,53
257,10254,6270,3,1,4
258,17,4176,51,4,58
259,23692,8444,115,3,81
260,4537,2688,53,0,76
261,16091,5216,114,4,11
262,21133,24916,56,7,29
263,15811,3332,63,8,15
264,2000,15316,13,0,26
265,11638,4071,139,0,68
266,9889,21764,48,8,61
267,18703,14029,95,7,6
268,10533,2029,12,6,82
269,5392,6899,61,7,46
270,1840,16307,102,0,5
271,18053,21435,3,3,76
272,3304,23369,73,4,68
273,17424,3221,41,0,29
274,14001,5310,23,0,23
275,17924,528,75,7,70
276,4219,24986,95,7,59
277,23511,38,32,4,67
278,1092,22682,77,4,54
279,14808,13794,44,6,69
280,14383,6228,136,4,68
281,6962,1148,65,0,59
282,19549,17248,146,1,53
283,7263,5995,91,8,62
284,3711,6872,138,7,8
285,14283,1021,95,7,31
286,7810,12984,121,6,16
287,2228,18412,16,0,26
288,21837,16451,4,2,16
289,9439,1880,146,4,84
290,13592,9193,43,1,1
291,15499,20383,80,0,59
292,18607,8470,17,5,59
293,14284,6906,129,1,29
294,7104,9337,143,3,39
295,12732,3990,100,9,37
296,15448,11128,0,4,56
297,10794,11448,33,5,60
298,8611,7433,45,1,42
299,9852,9047,117,4,38
300,3783,1879,76,7,38
301,14427,7828,126,2,68
302,22974,9499,21,7,50
303,7680,1563,97,0,34
304,10970,14397,126,6,80
305,6799,18205,121,0,33
306,7971,17332,20,9,79
307,9811,3343,125,2,73
308,2045,135,3,9,32
309,1720,3156,60,2,21
310,8171,22729,66,0,21
311,7206,1024,102,0,73
312,23294,21872,97,7,13
313,23914,24541,73,3,19
314,21084,6987,46,7,71
315,22767,6466,52,3,82
316,23812,20802,6,9,48
317,19636,23418,125,4,46
318,22820,20473,85,5,73
319,9897,16204,132,0,20
320,16463,3781,92,1,29
321,22144,4039,55,4,76
322,13528,9224,132,3,82
323,6581,12851,29,1,62
324,1910,1876,137,2,26
325,17546,11642,47,4,27
326,20066,23534,73,6,62
327,5542,20049,113,1,24
328,18250,2770,22,2,72
329,15390,8657,5,8,55
330,6063,6192,26,3,19
331,19505,20736,116,9,44
332,15536,23727,77,2,14
333,19665,7224,111,1,8
334,22773,23491,80,6,64
335,2626,15494,97,1,15
336,2606,11720,30,9,10
337,22077,11371,21,6,20
338,1142,8784,132,0,87
339,5209,413,72,5,5
340,5023,21204,17,1,48
341,11057,19728,20,2,84
342,23270,12541,60,3,6
343,23646,6551,44,1,1
344,8687,20385,69,7,20
345,21242,15710,107,6,14
346,17761,3027,28,8,36
347,21410,19337,110,9,78
348,8137,18393,102,5,61
349,8836,13316,131,5,55
350,11215,22885,102,7,83
351,10612,22952,127,6,48
352,11809,11751,33,0,83
353,9428,18695,66,2,44
354,5967,14631,109,0,38
355,11880,23750,57,4,38
356,15988,4075,75,9,45
357,15311,20487,122,5,47
358,2741,23686,137,6,87
359,19872,22010,12,6,62
360,19641,13227,28,4,34
361,22003,9304,22,0,78
362,11337,15086,90,8,78
363,10449,20210,107,4,74
364,166,20020,54,6,60
365,7007,4824,54,8,69
366,22188,24002,59,6,31
367,2104,20534,45,4,64
368,7912,13608,82,9,13
369,22538,21007,42,1,35
370,20860,8701,20,7,12
371,3049,15009,99,5,10
372,20856,1082,89,2,6
373,22907,23842,86,4,23
374,3825,15435,67,3,26
375,15582,20664,15,2,35
376,7890,21815,83,6,78
377,24981,20505,127,6,22
378,23102,20470,48,4,41
379,3003,20300,39,5,87
380,7210,22999,111,1,0
381,17143,22625,46,7,37
382,23804,22265,114,6,79
383,2064,14714,30,5,38
384,22247,2688,28,4,74
385,18653,7049,133,5,58
386,22177,19982,10,7,33
387,23172,9150,63,5,61
388,8921,11401,127,0,43
389,12447,12909,67,6,89
390,24798,19163,120,1,10
391,1364,6858,123,6,68
392,18402,24943,145,8,11
393,2276,964,33,0,34
394,6537,11623,54,6,4
395,11303,15784,125,6,37
396,14240,8088,31,7,59
397,23835,22907,109,7,61
398,16119,23548,114,0,13
399,24928,20974,70,0,43
400,22556,22602,149,5,33
401,12716,23860,112,2,69
402,9262,15461,31,9,68
403,6065,5814,115,0,22
404,11094,1558,56,0,22
405,4644,15315,8,0,10
406,6310,19973,106,7,6
407,3418,8302,32,9,78
408,6341,8000,5,5,52
409,23508,10909,87,4,74
410,12356,10464,119,4,25
411,17817,22329,142,9,41
412,14448,11882,12,4,5
413,17915,19133,141,2,7
414,12063,1808,13,0,86
415,9385,15841,90,5,60
416,7755,6824,12,1,51
417,5809,19659,57,5,71
418,22843,15400,108,8,40
419,6072,23369,11,6,14
420,4244,1500,103,8,28
421,6267,15608,30,2,40
422,12068,9053,94,8,42
423,1393,14877,82,5,88
424,5017,2279,112,4,68
425,5468,11369,95,7,69
426,1761,22564,128,7,9
427,19581,18512,12,3,62
428,5919,2149,34,1,21
429,1161,4529,136,3,46
430,17141,18589,140,2,12
431,6417,13655,49,1,4
432,3596,13420,34,4,3
433,16099,12010,71,9,1
434,3487,21678,138,6,66
435,19219,3437,106,9,5
436,16943,21207,47,2,14
437,15516,4266,142,5,63
438,20652,24049,39,5,87
439,14971,18765,22,3,61
440,16653,18419,14,4,0
441,17283,14351,94,5,73
442,13647,6811,85,1,22
443,17478,24326,69,2,23
444,7771,9153,11,5,47
445,16185,4545,89,5,40
446,11387,24323,75,4,58
447,7427,17096,14,1,16
448,21320,15410,17,9,40
449,23410,23865,91,4,45
450,17609,8576,72,3,47
451,14181,6379,99,3,80
452,17465,6432,80,4,14
453,6039,3764,148,0,76
454,3705,15931,90,5,39
455,11698,18448,28,8,31
456,14162,19635,106,0,79
457,4819,4595,38,3,15
458,15484,4432,9,0,17
459,6268,19198,97,1,4
460,19831,481,141,6,51
461,16455,12669,30,9,66
462,3712,4973,113,8,4
463,20968,548,66,5,66
464,10949,16071,12,8,58
465,11648,10077,146,3,46
466,5773,9782,97,4,71
467,12704,12776,133,4,37
468,3434,6379,52,3,63
469,15955,8066,133,6,42
470,16705,6332,7,4,61
471,13433,4794,76,3,27
472,4113,3556,34,1,19
473,15162,389,1,2,79
474,2444,12301,96,5,47
475,12840,19955,15,2,3
476,9554,5115,36,4,33
477,4654,7560,137,3,51
478,3462,4610,56,9,82
479,5481,16227,94,1,59
480,6715,14474,140,5,44
481,6269,18274,57,1,53
482,22855,22788,127,4,4
483,615,803,56,1,77
484,8878,9137,127,8,23
485,6498,19559,25,3,5
486,3483,15320,67,2,79
487,18691,9842,142,9,40
488,21385,9107,43,2,73
489,7908,8967,37,6,84
490,18530,5534,91,6,79
491,4058,3351,23,2,61
492,5228,1179,120,5,18
493,21410,8050,140,2,63
494,6056,7958,131,5,62
495,16655,18829,32,5,82
496,5950,5707,123,4,11
497,673,2080,74,6,42
498,24004,8879,33,6,79
499,17310,17982,65,8,2
500,21008,13888,39,2,25
501,17911,9638,9,2,6
502,1533,17543,13,7,29
503,11803,8127,130,2,81
504,1164,20764,72,4,22
505,4830,15912,95,5,68
506,5344,5403,2,1,63
507,1151,11552,144,0,27
508,10351,22217,85,3,27
509,22754,6120,109,4,80
510,2922,3220,51,0,67
511,17450,11479,140,5,21
512,18298,18732,81,8,80
513,24150,19173,149,9,73
514,21235,4832,14,0,52
515,2287,14706,135,0,25
516,22607,9850,124,4,25
517,24128,8691,46,8,43
518,23880,16951,91,7,55
519,9018,14400,122,6,7
520,19534,11564,83,0,12
521,961,3003,57,6,39
522,12049,19276,107,6,7
523,19277,22690,38,2,48
524,22711,3291,149,2,19
525,15054,4099,30,1,64
526,9872,8680,77,9,84
527,12079,13286,43,3,26
528,4073,7808,89,5,42
529,8406,17849,119,2,70
530,14140,18992,45,8,54
531,1458,10680,18,5,46
532,21219,22516,14,7,56
533,4563,19475,47,1,70
534,20185,9025,35,2,38
535,244,19639,33,4,8
536,20750,607,141,3,68
537,4207,11086,64,0,82
538,19254,1313,107,0,61
539,14445,17053,126,9,34
540,22465,5056,92,2,68
541,439,16878,49,8,87
542,1702,14485,24,0,11
543,16762,17280,144,5,56
544,18163,19270,60,8,49
545,53,9833,69,9,45
546,9558,10899,90,0,10
547,24666,12302,20,0,82
548,21247,1585,59,1,23
549,3524,7099,73,9,35
550,12584,20538,97,3,49
551,21931,21506,45,7,9
552,3187,19942,142,6,11
553,11259,23380,31,3,80
554,9064,11005,41,3,6
555,23989,11395,111,6,44
556,9097,2898,93,0,27
557,9919,542,49,9,59
558,15131,20695,90,0,81
559,19609,441,94,8,31
560,17893,17408,67,6,68
561,23483,22153,127,2,46
562,22539,6618,39,5,69
563,23840,1172,24,3,75
564,2708,12204,109,2,69
565,8721,8727,147,6,26
566,24087,17586,23,7,10
567,17284,625,44,5,2
568,24662,19169,133,9,83
569,14823,1253,120,6,0
570,8672,18391,68,2,89
571,11350,23014,64,9,16
572,12299,5797,8,6,72
573,3678,7100,16,1,5
574,21669,15694,94,4,34
575,19788,754,69,2,54
576,19104,7718,73,0,37
577,16939,14951,133,6,46
578,23220,11568,128,1,56
579,15172,24573,23,7,22
580,17265,5870,127,6,32
581,8520,16504,114,7,85
582,9163,20731,135,6,41
583,98,13516,82,7,74
584,21311,8120,29,5,72
585,4397,13005,97,0,0
586,14224,15744,43,2,31
587,12216,13648,129,9,89
588,14785,6462,109,5,33
589,12404,22875,7,7,89
590,19962,23353,78,0,32
591,19469,22309,1,3,1
592,9909,4082,22,6,74
593,22753,24764,16,0,80
594,5231,6345,76,5,4
595,9590,23825,9,3,70
596,12793,17579,92,7,6
597,5376,18688,144,1,71
598,17960,13527,74,9,8
599,14763,12684,95,4,44
600,11572,15108,108,0,88
601,8747,12019,68,7,80
602,17273,3167,59,0,21
603,16464,19847,40,1,42
604,8883,22455,133,0,19
605,3393,1867,72,5,48
606,22357,23033,5,3,49
607,10684,22860,64,9,59
608,20504,22182,40,2,58
609,2870,20353,120,6,19
610,17326,81,82,8,89
611,3860,13108,96,6,89
612,5098,18453,125,6,3
613,433,24703,34,8,37
614,10254,15153,133,2,23
615,1665,10140,98,4,21
616,10326,9055,59,4,4
617,23221,9013,123,1,86
618,16199,10800,19,6,27
619,20863,12543,135,3,38
620,17125,16429,52,7,36
621,5536,2145,110,9,30
622,17284,2788,50,4,83
623,16272,21400,62,1,80
624,8180,14260,19,2,52
625,19153,20857,6,1,18
626,11422,17088,143,5,84
627,16071,13316,20,2,53
628,21524,207,138,6,22
629,10428,8609,110,2,50
630,10017,23685,43,8,6
631,4964,19843,5,4,16
632,17996,21216,22,6,76
633,17465,22709,46,8,86
634,7695,2666,115,6,19
635,7316,8981,53,1,78
636,20177,5941,123,6,66
637,14634,18842,79,0,86
638,8302,8347,89,3,61
639,17373,2020,89,5,80
640,12713,11823,4,9,84
641,23567,22561,11,2,49
642,2444,19669,124,9,33
643,2835,14046,19,0,78
644,16525,15148,49,0,77
645,6514,4437,137,3,69
646,9205,4112,60,1,57
647,16545,21285,12,3,58
648,8820,2441,60,0,39
649,23902,1181,146,3,49
650,11911,1940,21,1,70
651,22399,19336,115,5,10
652,4140,22222,0,1,80
653,7442,16815,59,3,34
654,13034,19686,51,2,81
655,22766,9002,120,3,47
656,13616,5692,96,9,5
657,7065,12177,24,4,41
658,18237,1226,22,4,31
659,12108,18238,133,6,3
660,1621,12531,82,4,39
661,2503,21880,114,0,54
662,9246,23257,48,5,14
663,11856,19543,107,7,55
664,2747,13612,36,3,10
665,7737,4981,17,1,49
666,4566,18920,49,3,57
667,23414,23790,100,5,48
668,4496,2340,3,7,66
669,24261,14825,31,6,37
670,9066,17088,14,1,33
671,21087,14322,55,8,70
672,21012,15530,84,3,39
673,24574,14878,45,7,21
674,8082,13287,125,7,10
675,6481,8710,25,8,41
676,15134,24911,138,5,41
677,676,1048,104,2,27
678,3150,11293,87,5,56
679,7409,4714,14,8,29
680,21017,2285,93,3,67
681,10749,2121,98,8,70
682,11432,454,93,9,87
683,22404,9806,65,3,83
684,9054,7057,8,1,56
685,14618,19256,30,2,32
686,1606,14219,36,9,27
687,2342,12001,121,9,62
688,12883,12957,86,5,31
689,13907,22594,62,4,42
690,17355,12788,50,6,66
691,23607,19358,139,2,86
692,21866,6572,57,9,15
693,19001,8760,126,4,16
694,3518,12094,17,8,50
695,4422,18540,13,2,54
696,20061,2033,38,9,4
697,15845,10239,53,1,29
698,7002,18634,139,3,16
699,21746,24385,68,4,64
700,15199,18019,43,7,73
701,9133,9809,6,6,67
702,9787,9698,50,1,43
703,10532,16741,14,8,71
704,18122,17657,63,1,48
705,18714,696,67,5,76
706,6666,6800,74,2,43
707,16852,4421,116,7,35
708,3131,117,6,7,82
709,10099,3533,53,6,2
710,20818,3910,87,2,80
711,11788,11966,61,6,38
712,1156,14015,105,9,82
713,14811,8300,23,2,7
714,8939,2637,11,4,11
715,6812,13833,146,8,33
716,308,23207,115,3,28
717,1483,11122,43,7,64
718,14122,14818,23,9,59
719,15868,21556,19,1,13
720,458,15497,141,4,72
721,21489,13762,117,4,74
722,20507,3020,96,0,41
723,2204,3374,123,3,73
724,10367,1751,130,0,4
725,14364,21000,97,9,5
726,18024,9118,14,4,37
727,22275,2764,99,4,46
728,8719,15875,25,0,36
729,14049,10741,77,7,62
730,2385,21362,127,1,87
731,12021,15518,136,5,55
732,14619,21216,32,0,27
733,19044,17585,58,0,76
734,8279,11111,104,4,13
735,7657,949,2,2,36
736,17179,17102,5,8,15
737,18515,10731,71,9,86
738,12362,1248,94,1,34
739,19022,21901,115,6,7
740,4097,15147,48,9,69
741,1126,3148,144,6,60
742,23089,16481,102,3,26
743,19160,553,11,2,80
744,2389,7593,149,9,28
745,11214,20266,138,4,79
746,10849,869,21,8,76
747,17708,23044,88,9,81
748,11191,2861,3,6,40
749,15080,1842,81,5,83
750,9740,1552,122,8,89
751,20433,18937,14,6,86
752,19618,10808,40,0,69
753,15385,11183,97,8,76
754,5818,5437,120,4,61
755,13170,14510,149,4,24
756,13884,2460,67,6,37
757,2556,22149,103,5,30
758,8493,16456,53,6,10
759,14327,21240,6,3,62
760,22623,23718,22,8,75
761,5944,19051,40,9,77
762,153,4221,60,6,17
763,21560,18283,138,5,67
764,1186,12369,113,4,5
765,12347,6675,142,1,66
766,15525,8297,99,6,1
767,2214,24000,76,4,82
768,13054,1641,146,2,7
769,2551,19681,78,8,71
770,11565,18262,45,5,2
771,23628,24637,105,8,86
772,21699,18977,16,6,56
773,18366,17290,65,8,41
774,8196,20688,5,6,34
775,6192,3369,73,0,59
776,7816,16119,149,6,29
777,19872,4223,106,3,51
778,20332,1137,18,7,15
779,24389,1822,30,2,8
780,5271,2511,3,1,70
781,10170,21286,141,6,57
782,16462,18499,52,5,43
783,11027,18002,114,3,22
784,19415,14038,37,2,89
785,17723,9657,121,7,39
786,485,14447,124,7,47
787,7317,9120,132,7,40
788,17035,16612,8,6,34
789,10916,22776,131,4,22
790,24361,13381,115,4,48
791,13224,7216,76,1,20
792,18443,56,114,8,34
793,18521,1712,105,5,43
794,440,16156,7,6,45
795,472,24181,13,4,57
796,9240,9350,27,6,48
797,14667,14807,86,1,67
798,24364,8129,52,9,0
799,6894,24502,77,5,27
800,5208,23439,73,2,55
801,10769,3133,66,0,44
802,23018,6094,65,1,80
803,17018,4976,110,9,54
804,18920,16109,81,3,44
805,17769,9178,132,0,83
806,11922,2129,94,1,13
807,3289,20436,136,2,45
808,22836,1190,15,5,82
809,6152,17386,23,0,41
810,8487,6172,114,8,54
811,9757,11487,143,6,47
812,3975,24932,31,3,31
813,20046,17186,52,1,87
814,8089,837,132,0,84
815,7589,8264,119,8,39
816,19778,23221,46,0,3
817,16147,7111,126,5,53
818,9410,974,21,0,20
819,19160,15697,49,3,5
820,11320,17167,138,3,10
821,16129,8519,91,6,66
822,12943,7625,17,9,35
823,8629,1525,18,7,75
824,23943,6114,57,0,38
825,24552,4447,21,9,77
826,16382,14448,134,9,24
827,6224,8741,26,8,51
828,3079,9943,1,6,53
829,1874,1700,147,0,65
830,23743,24254,76,6,39
831,2958,17247,148,2,88
832,10705,788,41,7,13
833,24855,9364,62,6,20
834,1304,2670,3,0,45
835,13530,15390,136,8,20
836,15396,21771,100,1,20
837,6071,22818,12,0,38
838,19357,15205,105,3,55
839,14535,10689,132,1,47
840,13880,4710,120,4,63
841,14417,4843,14,1,51
842,22155,18928,130,0,72
843,22839,15265,23,1,68
844,13849,23600,110,1,39
845,24880,5524,147,0,25
846,9224,1128,9,8,73
847,8580,22923,63,9,86
848,20901,20086,122,4,15
849,16371,10820,26,1,26
850,1993,226,51,4,12
851,10597,12902,145,7,66
852,9934,8054,48,0,72
853,10544,10006,58,9,4
854,14,24377,130,5,44
855,13463,7980,15,4,39
856,19489,10613,18,3,71
857,17618,24480,112,7,38
858,10362,15941,60,5,0
859,1482,15260,144,4,12
860,13336,9230,88,3,48
861,21880,8506,35,5,9
862,750,7727,26,9,38
863,20376,9045,48,8,87
864,3504,9135,93,4,57
865,3248,22241,104,2,50
866,11510,11539,94,0,77
867,17130,2792,100,1,18
868,19829,24327,105,8,22
869,22339,15854,25,0,49
870,12116,1163,91,6,75
871,2179,5711,79,9,9
872,7291,14437,96,2,29
873,20874,18326,79,8,43
874,24538,22019,109,1,65
875,16485,1861,5,9,50
876,1084,5281,108,7,65
877,6608,1995,95,1,48
878,5866,21396,34,5,41
879,18052,17744,31,0,24
880,24754,24649,31,2,23
881,929,6213,37,0,86
882,21540,20436,82,3,86
883,7925,8412,63,4,63
884,19001,8275,76,4,13
885,1532,10194,49,9,41
886,11722,21389,20,4,26
887,20475,13451,128,2,65
888,8109,4741,19,7,3
889,6161,23268,42,2,30
890,456,12288,21,2,84
891,15327,14796,117,2,3
892,8546,12629,128,6,87
893,18497,11205,18,5,21
894,20564,12990,59,1,18
895,3013,6625,103,3,33
896,7323,19329,9,5,54
897,2286,20555,44,4,41
898,17678,11242,6,6,59
899,1978,4229,145,5,54
900,7002,4031,119,3,9
901,13919,6603,77,1,56
902,12652,1414,73,4,29
903,14082,4097,49,0,71
904,23661,4526,145,8,58
905,10396,10509,7,4,13
906,2070,21943,112,0,29
907,16648,11411,36,3,36
908,4851,5206,121,1,89
909,20784,11549,34,0,18
910,20667,8286,143,9,67
911,13259,17155,130,7,57
912,23039,23559,99,1,4
913,21367,22877,47,9,88
914,3329,15750,149,2,10
915,8817,24126,109,1,51
916,5753,6410,126,7,52
917,22938,17478,68,1,44
918,10631,23622,19,2,86
919,4733,14483,145,3,33
920,6113,15554,71,7,77
921,1104,4467,32,8,60
922,24205,5297,116,9,17
923,24864,6574,149,5,36
924,11651,5590,19,7,8
925,14485,13991,57,4,20
926,19871,19364,136,0,4
927,15995,15232,148,4,49
928,24135,1082,95,0,85
929,2674,20321,27,2,51
930,24999,5247,142,9,2
931,18295,5021,90,3,77
932,22124,11273,79,7,53
933,19784,22057,30,0,61
934,1525,5975,32,0,17
935,10694,16410,27,4,57
936,3854,7871,22,3,69
937,13652,1180,55,3,64
938,10044,7733,21,5,80
939,12354,21195,121,6,17
940,3790,10614,57,1,32
941,19161,10911,128,6,62
942,5231,20978,87,0,83
943,21138,21197,28,8,46
944,5736,8848,46,4,87
945,5830,19147,86,9,17
946,4380,15850,103,3,3
947,16409,23014,43,9,56
948,24519,21296,58,9,39
949,23459,13729,70,2,71
950,8976,8947,28,3,50
951,10836,24035,82,8,39
952,20039,17810,43,7,28
953,9875,24223,84,8,51
954,24834,22772,37,2,54
955,11613,12683,32,7,87
956,10972,17095,89,1,73
957,24911,12114,39,6,84
958,23223,11366,140,0,0
959,19550,18687,129,8,58
960,10654,17427,42,9,47
961,8811,21329,64,3,71
962,21310,2074,33,1,34
963,3548,23683,19,7,38
964,8183,17131,0,1,12
965,6916,6601,83,7,45
966,24456,13078,81,6,21
967,20642,7970,99,7,24
968,23114,9058,91,3,68
969,22564,17382,145,6,30
970,22941,1590,28,2,5
971,1259,17915,119,4,47
972,16964,7103,41,8,86
973,14115,10756,25,0,24
974,11548,16771,90,0,83
975,7190,8410,12,0,68
976,6397,19188,99,1,32
977,10298,12720,58,3,64
978,3866,23443,32,5,62
979,16006,22453,122,0,54
980,19992,21974,6,4,20
981,23108,1542,96,1,39
982,21806,21993,146,6,6
983,16592,928,65,1,75
984,5157,13478,47,3,35
985,2372,16517,149,7,12
986,6780,7411,32,9,16
987,12695,15796,70,8,68
988,18592,13091,29,2,87
989,17079,20455,6,6,76
990,16981,15468,87,9,0
991,8075,8295,122,2,74
992,24400,12372,42,8,24
993,15400,13968,88,2,56
994,16581,16398,123,3,26
995,10031,15847,3,6,84
996,10187,3687,122,4,49
997,8172,11096,130,7,73
998,13691,5896,144,6,51
999,2431,3627,109,1,21
1000,13686,15082,76,5,28
