player_id,player_name,team_id,age,role
604,Player_604,5,29,All-Rounder
605,Player_605,1,25,Batsman
606,Player_606,1,23,Batsman
607,Player_607,18,36,Defender
608,Player_608,15,18,Batsman
609,Player_609,17,30,Defender
610,Player_610,11,39,Defender
611,Player_611,17,33,All-Rounder
612,Player_612,13,35,All-Rounder
613,Player_613,1,29,Defender
614,Player_614,2,22,All-Rounder
615,Player_615,9,38,Goalkeeper
616,Player_616,3,30,Bowler
617,Player_617,1,25,Batsman
618,Player_618,16,23,Batsman
619,Player_619,6,20,Batsman
620,Player_620,17,37,Batsman
621,Player_621,5,21,Goalkeeper
622,Player_622,5,29,Goalkeeper
623,Player_623,6,30,Bowler
624,Player_624,3,19,Defender
625,Player_625,5,36,All-Rounder
626,Player_626,5,21,Bowler
627,Player_627,10,30,Batsman
628,Player_628,10,36,All-Rounder
629,Player_629,19,25,Bowler
630,Player_630,17,25,Batsman
631,Player_631,14,33,Bowler
632,Player_632,9,28,Batsman
633,Player_633,14,35,Batsman
634,Player_634,1,21,Goalkeeper
635,Player_635,19,18,Batsman
636,Player_636,13,18,Bowler
637,Player_637,13,31,All-Rounder
638,Player_638,4,21,Goalkeeper
639,Player_639,1,28,All-Rounder
640,Player_640,17,35,Defender
641,Player_641,8,33,All-Rounder
642,Player_642,2,34,Defender
643,Player_643,8,19,Defender
644,Player_644,7,21,Goalkeeper
645,Player_645,2,20,All-Rounder
646,Player_646,3,32,Batsman
647,Player_647,18,19,Goalkeeper
648,Player_648,12,36,Goalkeeper
649,Player_649,1,26,Batsman
650,Player_650,12,27,All-Rounder
651,Player_651,5,38,Goalkeeper
652,Player_652,17,36,Defender
653,Player_653,16,22,Batsman
654,Player_654,15,31,Bowler
655,Player_655,15,27,Goalkeeper
656,Player_656,5,33,Defender
657,Player_657,14,23,All-Rounder
658,Player_658,2,25,All-Rounder
659,Player_659,11,19,Batsman
660,Player_660,19,35,Defender
661,Player_661,7,38,Batsman
662,Player_662,6,38,Goalkeeper
663,Player_663,2,38,Batsman
664,Player_664,6,37,Bowler
665,Player_665,18,25,Batsman
666,Player_666,2,22,Batsman
667,Player_667,18,34,Goalkeeper
668,Player_668,15,33,Defender
669,Player_669,19,22,Bowler
670,Player_670,2,34,Batsman
671,Player_671,20,21,Goalkeeper
672,Player_672,6,18,Goalkeeper
673,Player_673,1,39,Goalkeeper
674,Player_674,15,23,Defender
675,Player_675,10,18,Batsman
676,Player_676,19,21,All-Rounder
677,Player_677,17,19,Bowler
678,Player_678,5,30,All-Rounder
679,Player_679,4,31,Defender
680,Player_680,10,34,Batsman
681,Player_681,17,28,All-Rounder
682,Player_682,10,20,All-Rounder
683,Player_683,17,24,All-Rounder
684,Player_684,20,27,Bowler
685,Player_685,5,28,Batsman
686,Player_686,2,27,Goalkeeper
687,Player_687,6,25,Batsman
688,Player_688,2,22,All-Rounder
689,Player_689,13,19,Batsman
690,Player_690,11,32,Goalkeeper
691,Player_691,11,33,Bowler
692,Player_692,16,21,Batsman
693,Player_693,11,39,Batsman
694,Player_694,19,33,Bowler
695,Player_695,15,29,Bowler
696,Player_696,16,31,All-Rounder
697,Player_697,11,29,All-Rounder
698,Player_698,16,38,Bowler
699,Player_699,8,33,Goalkeeper
700,Player_700,4,33,All-Rounder
701,Player_701,8,39,Goalkeeper
702,Player_702,4,29,Bowler
703,Player_703,3,19,Batsman
704,Player_704,3,31,Bowler
705,Player_705,18,28,Bowler
706,Player_706,19,26,Defender
707,Player_707,19,39,Bowler
708,Player_708,5,24,All-Rounder
709,Player_709,18,29,Batsman
710,Player_710,10,34,Goalkeeper
711,Player_711,6,26,Defender
712,Player_712,1,23,All-Rounder
713,Player_713,5,29,Batsman
714,Player_714,9,37,Goalkeeper
715,Player_715,12,27,Batsman
716,Player_716,14,26,All-Rounder
717,Player_717,2,29,Batsman
718,Player_718,17,18,Bowler
719,Player_719,14,19,Batsman
720,Player_720,13,36,Bowler
721,Player_721,9,18,All-Rounder
722,Player_722,15,33,Defender
723,Player_723,15,33,Bowler
724,Player_724,11,35,Batsman
725,Player_725,16,35,Batsman
726,Player_726,17,30,Batsman
727,Player_727,4,39,All-Rounder
728,Player_728,1,29,Goalkeeper
729,Player_729,8,26,Batsman
730,Player_730,17,22,Batsman
731,Player_731,3,26,Bowler
732,Player_732,20,30,Defender
733,Player_733,15,33,Batsman
734,Player_734,15,27,All-Rounder
735,Player_735,14,33,Goalkeeper
736,Player_736,14,31,Goalkeeper
737,Player_737,2,19,Goalkeeper
738,Player_738,13,36,All-Rounder
739,Player_739,14,28,Goalkeeper
740,Player_740,19,36,Goalkeeper
741,Player_741,7,28,Bowler
742,Player_742,3,31,Goalkeeper
743,Player_743,15,32,Bowler
744,Player_744,14,24,Bowler
745,Player_745,11,32,Bowler
746,Player_746,15,25,All-Rounder
747,Player_747,13,21,Batsman
748,Player_748,18,35,Defender
749,Player_749,6,31,Goalkeeper
750,Player_750,3,38,Defender
751,Player_751,19,35,Batsman
752,Player_752,15,21,Bowler
753,Player_753,5,19,Bowler
754,Player_754,10,38,Bowler
755,Player_755,7,23,Bowler
756,Player_756,17,28,Goalkeeper
757,Player_757,7,18,Batsman
758,Player_758,12,32,Batsman
759,Player_759,17,29,Batsman
760,Player_760,13,35,Defender
761,Player_761,20,22,Bowler
762,Player_762,4,28,All-Rounder
763,Player_763,10,38,Batsman
764,Player_764,3,36,Defender
765,Player_765,9,39,Goalkeeper
766,Player_766,13,18,Bowler
767,Player_767,18,34,Defender
768,Player_768,15,25,All-Rounder
769,Player_769,4,33,All-Rounder
770,Player_770,15,28,Goalkeeper
771,Player_771,2,36,Batsman
772,Player_772,15,28,Batsman
773,Player_773,8,32,Defender
774,Player_774,8,25,Defender
775,Player_775,17,31,Batsman
776,Player_776,12,18,Batsman
777,Player_777,19,27,Defender
778,Player_778,10,24,Bowler
779,Player_779,9,35,All-Rounder
780,Player_780,5,29,All-Rounder
781,Player_781,6,19,Goalkeeper
782,Player_782,20,35,All-Rounder
783,Player_783,2,38,Defender
784,Player_784,13,24,Bowler
785,Player_785,6,37,Defender
786,Player_786,5,29,Batsman
787,Player_787,1,37,Batsman
788,Player_788,6,31,All-Rounder
789,Player_789,6,27,Bowler
790,Player_790,16,26,Goalkeeper
791,Player_791,4,32,Defender
792,Player_792,11,37,Goalkeeper
793,Player_793,9,27,Goalkeeper
794,Player_794,3,36,Goalkeeper
795,Player_795,19,36,Goalkeeper
796,Player_796,8,29,Defender
797,Player_797,5,29,Batsman
798,Player_798,4,26,Defender
799,Player_799,6,37,Batsman
800,Player_800,2,21,Batsman
801,Player_801,20,18,Defender
802,Player_802,11,33,Defender
803,Player_803,4,18,Defender
804,Player_804,15,30,Batsman
805,Player_805,6,20,Defender
806,Player_806,17,29,Bowler
807,Player_807,6,26,All-Rounder
808,Player_808,19,21,All-Rounder
809,Player_809,2,19,Bowler
810,Player_810,15,39,All-Rounder
811,Player_811,11,39,Batsman
812,Player_812,8,26,Defender
813,Player_813,19,37,Defender
814,Player_814,13,30,Defender
815,Player_815,12,31,Bowler
816,Player_816,5,20,Bowler
817,Player_817,6,35,Batsman
818,Player_818,4,26,Bowler
819,Player_819,19,32,Defender
820,Player_820,20,39,Batsman
821,Player_821,1,27,Batsman
822,Player_822,20,34,Defender
823,Player_823,17,30,Goalkeeper
824,Player_824,12,18,Defender
825,Player_825,15,28,Batsman
826,Player_826,1,22,Goalkeeper
827,Player_827,14,26,Defender
828,Player_828,6,24,Defender
829,Player_829,5,24,Goalkeeper
830,Player_830,11,19,Goalkeeper
831,Player_831,4,36,All-Rounder
832,Player_832,13,37,Goalkeeper
833,Player_833,11,35,Bowler
